Titulo_original;Titulo_encontrado;Fuente;Sinopsis;Poster_URL;Generos;Puntuacion;Episodios;URL_Externa
Neon Genesis Evangelion;Shinseiki Evangelion;Jikan (MyAnimeList);"Fifteen years after a cataclysmic event known as the Second Impact, the world faces a new threat: monstrous celestial beings called Angels invade Tokyo-3 one by one. Mankind is unable to defend themselves against the Angels despite utilizing their most advanced munitions and military tactics. The only hope for human salvation rests in the hands of NERV, a mysterious organization led by the cold Gendou Ikari. NERV operates giant humanoid robots dubbed ""Evangelions"" to combat the Angels with state-of-the-art advanced weaponry and protective barriers known as Absolute Terror Fields.  Years after being abandoned by his father, Shinji Ikari, Gendou's 14-year-old son, returns to Tokyo-3. Shinji undergoes a perpetual internal battle against the deeply buried trauma caused by the loss of his mother and the emotional neglect he suffered at the hands of his father. Terrified to open himself up to another, Shinji's life is forever changed upon meeting 29-year-old Misato Katsuragi, a high-ranking NERV officer who shows him a free-spirited maternal kindness he has never experienced.  A devastating Angel attack forces Shinji into action as Gendou reveals his true motive for inviting his son back to Tokyo-3: Shinji is the only child capable of efficiently piloting Evangelion Unit-01, a new robot that synchronizes with his biometrics. Despite the brutal psychological trauma brought about by piloting an Evangelion, Shinji defends Tokyo-3 against the angelic threat, oblivious to his father's dark machinations.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1314/108941l.jpg;Avant Garde, Award Winning, Drama, Sci-Fi, Suspense;8.37;26;https://myanimelist.net/anime/30/Shinseiki_Evangelion
Nier Automata;NieR:Automata Ver1.1a;TMDB;2B es una unidad que participa en una misión que tristemente sale mal y eliminan a todo su equipo. Ella intenta seguir con su misión, donde conoce a 9S.;https://image.tmdb.org/t/p/original/tTldK0S5b6ICerha6oK0TF7p1gY.jpg;Animación, Action & Adventure, Sci-Fi & Fantasy;8.118;24;https://www.themoviedb.org/tv/158373
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu;Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu;Jikan (MyAnimeList);Veteran adventurer Nick, mage Tiana, cleric Zem, and half-dragon Curran each show up alone at a tavern, only to find themselves seated at the same table. As the night goes on, they take turns divulging their grievances and the hobbies they have taken up as a means of coping. While their stories are utterly different, there is one common thread: betrayal. Each of the four, having been bitterly betrayed by someone they treasured, has developed a deep-seated distrust of humanity.  But in addition to their similar worldviews, the four have one more commonality: a critical lack of funds. Realizing that things cannot continue as they are, they decide to form a party, rank up, and make as much money as possible to spend on their respective hobbies. What these disillusioned adventurers do not know, however, is that they will one day save the world from unfathomable peril.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1446/131578l.jpg;Action, Adventure, Fantasy;6.33;12;https://myanimelist.net/anime/49612/Ningen_Fushin_no_Boukensha-tachi_ga_Sekai_wo_Sukuu_you_desu
Ninja Kamui;Ninja Kamui;Jikan (MyAnimeList);Seemingly an average man, Joe Logan leads a peaceful life in the countryside with his wife and child. However, the Logan family have actually assumed false identities to escape from Joe's past as a fearsome ninja assassin. Despite a string of high-profile murders of his former peers, Joe is sure that his new life is secure—but his tranquil bliss is soon shattered when his family is slaughtered by members of his former clan.  Left for dead, Joe wakes up in a hospital, unsure of how he survived the wounds that should have killed him. Police detectives Emma Samanda and Mike Moriss, assigned to investigate the Logan family's deaths, witness another attempt on Joe's life. However, this time Joe is prepared. Unleashing secret techniques, he easily dispatches his enemies, shedding his new identity in the process.  Embracing his old ways, Joe shrouds himself in his former persona, cutting through the organization he once served in the name of cold-blooded revenge. Assisted in his hunt by the detective duo, Joe will stop at nothing to kill his past and the demons hailing from it.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1142/141351l.jpg;Action, Sci-Fi;6.53;13;https://myanimelist.net/anime/56285/Ninja_Kamui
Noblesse;Noblesse;Jikan (MyAnimeList);"The ""Noblesse"" Cadis Etrama di Raizel, also known as ""Rai,"" is enrolled in Ye Ran High School by his servant Frankenstein to stay hidden from the sights of the Union, a mysterious organization out for Rai's blood. Rai commences his life as a student, making himself familiar with his classmates and the daily activities of humans. However, his new life is far from peaceful, and Rai is soon forced to save his new friends from the hands of the Union that had abducted them.      Meanwhile, M-21—a Union agent gone rogue during Rai's rescue operation—joins the Ye Ran High School security staff after a proposition by the school's director, who happens to be none other than Frankenstein himself. On the surface, M-21 is a prim and proper employee, but in truth he is shackled by his former ties to the Union and the inevitable consequences of betraying the organization.      To further complicate matters, Nobles Regis K. Landegre and Seira J. Loyard enroll in the same school to investigate the Noblesse. While the Union conducts a manhunt for M-21 to extract clues regarding their missing agents, Rai is forced to keep his identity hidden while protecting all that he holds dear.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1903/111646l.jpg;Action, Supernatural;6.9;13;https://myanimelist.net/anime/41345/Noblesse
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta;Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.;Jikan (MyAnimeList);Al Wayne's greatest goal is to become the best farmer he can be. With utmost effort, he reaches the apex of his farming skills and earns the title of a first-rate cultivator. Due to this achievement, Al gains a substantial upgrade to his stats which now eclipse even the strength of legendary heroes of old.  Soon after discovering his potential, the royal family enlists his help against the rising number of disasters that coincidentally began right as his true power was awakened. Although reluctant, Al concedes that in order to protect his precious fields, he must do his best to keep all threats at bay.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1384/127328l.jpg;Action, Adventure, Fantasy;5.96;12;https://myanimelist.net/anime/51128/Noumin_Kanren_no_Skill_bakka_Agetetara_Nazeka_Tsuyoku_Natta
Nukitashi the Animation;Nukitashi the Animation;Jikan (MyAnimeList);The tropical Seiren Island is a paradise for deviants: the infamous Pervert Law grants near-complete sexual freedom with almost no taboos or boundaries. With its various suggestive attractions, the Seirantou Health Organization (SHO) entices visitors while providing regular medical checks and contraceptive pills to ensure carefree enjoyment.  However, for high school student Junnosuke Tachibana, the island is far from ideal. Having recently moved there with his younger sister, Asane, he cannot stand the empty, loveless sexual acts. To make matters worse, Junnosuke's abstinence attracts unwanted attention—and those who defy the law face punishment.  Junnosuke soon crosses paths with Nanase Katagiri, a notorious island seductress. Surprisingly, instead of forcing herself on him, she helps him flee from the SHO. Together, they discover a secret group that exists for a singular goal: to destroy the SHO. Now equipped with a way to resist the unjust rules, Junnosuke and other kindred spirits set out to crush the Pervert Law.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1587/149982l.jpg;Comedy, Erotica;6.93;11;https://myanimelist.net/anime/57969/Nukitashi_the_Animation
One Piece 1-516;One Piece Movie 01;Jikan (MyAnimeList);Many years ago, Woonan, a legendary pirate, plundered one-third of the world's gold and stashed it away on his secret island shrouded in mystery.   In the present, Luffy and the rest of the Straw Hats continue on their journey to the Grand Line. They are robbed by a group of bandits. Led by their captain, El Drago, these same bandits are headed towards Woonan's famed island. Even though the Straw Hat Pirates must now recover their stolen treasure, they have gained another objective: to discover the lost island, its treasures, and learn about the legend of Woonan.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1770/97704l.jpg;Action, Adventure, Fantasy;7.1;1;https://myanimelist.net/anime/459/One_Piece_Movie_01
One Piece 517-Actualidad;One Piece Movie 01;Jikan (MyAnimeList);Many years ago, Woonan, a legendary pirate, plundered one-third of the world's gold and stashed it away on his secret island shrouded in mystery.   In the present, Luffy and the rest of the Straw Hats continue on their journey to the Grand Line. They are robbed by a group of bandits. Led by their captain, El Drago, these same bandits are headed towards Woonan's famed island. Even though the Straw Hat Pirates must now recover their stolen treasure, they have gained another objective: to discover the lost island, its treasures, and learn about the legend of Woonan.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1770/97704l.jpg;Action, Adventure, Fantasy;7.1;1;https://myanimelist.net/anime/459/One_Piece_Movie_01
One Piece Fan Letter [2024][1080p][1.43 Gb];One Piece Fan Letter;Jikan (MyAnimeList);Although the golden age of piracy is about to reach new heights, most people do not seek the glory of finding the elusive One Piece—a treasure signifying a new conqueror of all seas that was once embodied by the legendary King of the Pirates, Gol D. Roger. However, even if civilians generally despise pirates, they secretly cheer for at least one of them.   One red-headed girl from Sabaody Archipelago is no exception: She reveres Nami, the ingenious female navigator of Monkey D. Luffy's Straw Hat crew. Determined to deliver a fan letter to her idol, the Sabaody child is prepared to challenge forces of authority who strive to prevent Luffy and his friends from departing for their next destination: the New World. But to succeed, Nami's fan may need to risk her life and interfere with the Marines' plans, potentially causing devastating consequences for the wider world.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1455/146229l.jpg;Action, Adventure, Fantasy;9.01;1;https://myanimelist.net/anime/60022/One_Piece_Fan_Letter
