Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Capitulos
Apagón;2022 - 2022;Una tormenta solar provoca un apagón energético que desata el caos en nuestra sociedad. Las terribles consecuencias son inimaginables en un mundo tan interconectado y dependiente de la tecnología como el nuestro. La lucha por mantener el orden y la adaptación a la nueva realidad definen cada una de las cinco historias.;https://image.tmdb.org/t/p/original/mvQ0rGelkrMRn2JO42fcFd1elMp.jpg;Drama, Misterio;6.386;1;5
Apocalipsis;1994 - 1994;Visión épica de un futuro apocalíptico. Los supervivientes de una terrible plaga mundial han de decidir si elegirán el bando del bien o demal en una batalla definitiva, cuyo desenlace decidirá el destino de la humanidad. Los seguidores del diabólico Randall Flagg planean reconstruir el mundo de acuerdo con su tenebrosa concepción del mismo. Mientras tanto, un valiente cuarteto inicia una misión heroica contra Flagg y sus secuaces. Al enfrentarse a los más increíbles peligros, arriesgarán mucho más que sus vidas en un intento desesperado de resistir y derrotar al mal.;https://image.tmdb.org/t/p/original/4eTx9bTYJmWxBcUU5F2QzWAHWLQ.jpg;Sci-Fi & Fantasy, Drama;6.807;1;4
Aquí me las den todas;2011 - 2011;"Paca (Marisa Porcel) y Benito (Pepe Ruiz) son un matrimonio con hijos que tendrá que alquilar habitaciones de su casa para poder pagar la hipoteca. Así comienza esta comedia de situación secuela de ""Escenas de matrimonio"", producida por Crystal Forest.";https://image.tmdb.org/t/p/original/XQSJsWv5bCldzoBBAVpfqXZYTS.jpg;Comedia;2.0;1;1
Aquí no hay quien viva;2003 - 2006;Roberto y Lucía están felices por mudarse al nuevo piso, pero desconocen la comunidad de vecinos que les espera. En la calle Desengaño, convivirán con sus vecinos un tanto peculiares. Por un lado, Marisa, Vicenta y Concha, tres jubiladas cotillas. Alicia y Belén, jóvenes desempleadas. El presidente y su familia. Una pareja gay del 1ºB. Y por otro lado, el portero que todo el día se queja.;https://image.tmdb.org/t/p/original/db9cSJfLugDSGfsW4tqMTPGupVT.jpg;Comedia;8.364;5;91
Archivo 81;2022 - 2022;Mientras restaura unas cintas de vídeo dañadas, un archivista se ve envuelto en una misteriosa trama relacionada con la directora desaparecida y una secta demoniaca.;https://image.tmdb.org/t/p/original/rLgOasUfugmhshlhURKKULDEdrB.jpg;Drama, Misterio, Sci-Fi & Fantasy;7.216;1;8
Arenas movedizas;2019 - 2019;Después de que una tragedia en un centro escolar conmocione a un barrio rico de Estocolmo, una adolescente aparentemente equilibrada acaba acusada de asesinato.;https://image.tmdb.org/t/p/original/g3oQDyCRvLPdsXbqBr8a0jrc7No.jpg;Crimen, Drama;7.1;1;6
Arrow;2012 - 2020;"Después de un violento naufragio y tras haber desaparecido y creído muerto durante cinco años, el multimillonario playboy Oliver Queen es rescatado con vida en una isla del Pacífico. De vuelta en casa en Starling City, es recibido por su madre, su hermana y su mejor amigo, quienes rápidamente notan que la terrible experiencia sufrida lo ha cambiado. Por otra parte, trata de ocultar la verdad acerca de en quién se ha convertido mientras trata de enmendar los errores que cometió en el pasado y de reconciliarse con su ex novia, Laurel Lance. Mientras trata de volver a contactar a las personas de su pasado jugando el papel del mujeriego adinerado, despreocupado y descuidado que solía ser, ayudado por su fiel chofer y guardaespaldas John Diggle, crea en secreto el personaje de un justiciero encapuchado, un vigilante que lucha contra los males de la sociedad tratando de darle a su ciudad la gloria que antes tenía; complicando esta misión.";https://image.tmdb.org/t/p/original/u8ZHFj1jC384JEkTt3vNg1DfWEb.jpg;Crimen, Drama, Action & Adventure;6.834;8;170
Asalto al Banco Central;2024 - 2024;España, 1981. Un grupo de hombres armados asalta un banco y toma cientos de rehenes. Una periodista compite con las autoridades para descubrir el verdadero motivo del golpe.;https://image.tmdb.org/t/p/original/qotEvxBhgVJpnN3Mf23GYJ3ESRG.jpg;Crimen, Drama, Action & Adventure;6.714;1;5
Ashley Madison: Sexo, mentiras y escándalos;2024 - 2024;Cuando piratean un sitio de citas para tener aventuras extramatrimoniales, los datos de millones de usuarios quedan expuestos, arruinando sus matrimonios y destruyendo sus vidas.;https://image.tmdb.org/t/p/original/5d40gXxAsrWjbiEBDinqdSPfQQu.jpg;Crimen, Documental;6.8;1;3
Atasco;2024 - 2025;Un atasco nocturno interrumpe los planes de miles de ciudadanos: unos ladrones no llegarán a tiempo a la joyería que pretenden atracar, los operarios de una grúa renunciarán a su escarceo amoroso, un conductor de ambulancia buscará desesperadamente un WC, un food truck no llegará a su destino... Historias cómicas, inesperadas y emotivas sobre el asfalto.;https://image.tmdb.org/t/p/original/hHgJJBvYUML7qvwjMmyvUXd5y5o.jpg;Comedia;6.675;3;18
Atracadores: La serie;2021 - 2023;Para proteger a su familia de un poderoso narcotraficante, el hábil ladrón Mehdi y su banda de atracadores se ven inmersos en una salvaje guerra territorial.;https://image.tmdb.org/t/p/original/lPpPkvOZQaYVDGHzDvdmhhUkxIS.jpg;Crimen, Action & Adventure;7.146;2;12
Atípico;2017 - 2021;Cuando un adolescente con un trastorno autista decide buscar novia, su petición de más independencia provoca profundos cambios en su familia.;https://image.tmdb.org/t/p/original/w5rPpdoWk3MM8ZId93FOKFzT4mm.jpg;Drama, Comedia;8.052;4;38
Austin y Ally;2011 - 2016;Austin es un músico y cantante extrovertido y Ally una compositora inteligente pero tímida que prefiere quedarse en segundo plano. Juntos combinan su talento con el de Trish y Dez, sus mejores amigos, para crear un equipo musical imparable y decidido a abrirse camino en el mundo de la música. ¡Disfruta con sus aventuras y sus canciones!;https://image.tmdb.org/t/p/original/fg3nq9omOjLGihL0nFDLR1ZWYop.jpg;Comedia, Kids, Drama;7.8;4;87
Avatar: La leyenda de Aang;2005 - 2008;La historia transcurre en un mundo de gente principalmente asiática (el estilo de vida en la serie se basa en la primera mitad del siglo XIX), donde predominan las artes marciales y la manipulación de los elementos en combinación con el misticismo oriental, dando seguimiento a las aventuras de Aang, el más reciente sucesor de una larga línea de avatares, y sus amigos en un intento por salvar su místico mundo de la despiadada Nación del Fuego que busca conquistar a las demás naciones. Durante sus travesías son acechados insistentemente por el desterrado príncipe del fuego Zuko, cuyo objetivo es capturar al avatar para recuperar su honor. Esta serie es presentada como si se tratara de una serie de libros, en donde cada episodio actúa como un «capítulo», y cada temporada como un solo «libro», los cuales se titulan por el elemento temático de la temporada.;https://image.tmdb.org/t/p/original/ucNtkZfpZ6KgxqPo039nN4LAyFR.jpg;Animación, Action & Adventure, Sci-Fi & Fantasy;8.761;3;61
¡Ay güey!;2017 - 2017;Narra la historia de Susana (Alejandra Ambrosi) y Verónica (Vanessa Terkes), dos chicas que inesperadamente se tropiezan con una maleta que contiene 10 millones de dólares, y a partir de ese momento se ven inmersas en una singular huida, para escapar de los maleantes que las persiguen para recuperar su dinero. En esa fuga, Susana y Verónica son confundidas con dos ricas herederas, lo que las enfrentará a un mundo totalmente desconocido para ellas.;https://image.tmdb.org/t/p/original/qzCDTq2S84DkjhZO64didEk1K3f.jpg;Comedia, Drama;8.0;1;1
Baby;2018 - 2020;Hartas de sus familias y de sus compañeros de clase, dos chicas adolescentes del barrio pijo de Roma empiezan a vivir una doble vida en los bajos fondos de la ciudad.;https://image.tmdb.org/t/p/original/2ZYujMDdKiO65b9QLyEnaqXEOwy.jpg;Drama;7.912;3;18
Papá canguro;2012 - 2017;Esta comedia de media hora proxima sigue a Ben, un chico de unos 20 años, quien se lleva la sorpresa de su vida cuando una ex-novia deja a su bebe en su puerta. Ben decide criar a la niña con la ayuda de su hermano, Danny, sus dos amigos intimos, Riley y Tucker, y su madre, Bonnie.;https://image.tmdb.org/t/p/original/axLuG79bf0HpYGaFkC7eKbl7zl7.jpg;Comedia;7.117;6;100
Ballard;2025 - 2025;La inspectora Renée Ballard se sumerge en una red de asesinatos y corrupción mientras persigue a un cruel asesino en serie y descubre una siniestra conspiración policial que amenaza todo lo que defiende. Con sus propios demonios acechándola, Ballard debe burlar a criminales y colegas para proporcionarle la tan esperada justicia a las víctimas y sus familias.;https://image.tmdb.org/t/p/original/3ErR4qIwAWQPlonlfko4j6UlPiP.jpg;Drama, Crimen;7.2;2;10
Ballers;2015 - 2019;Esta nueva comedia se centra en las vidas de un grupo de jugadores de fútbol americano, tanto titulares como retirados, entre los que se encuentra Spencer Strassmore, interpretado por Dwayne Johnson 'La Roca' en su primer gran papel protagonista para una serie de televisión. Strasmore es una superestrella del fútbol que, tras haberse retirado, intenta reubicar su vida mientras se dedica a ser el gurú de otros jugadores dentro del competitivo negocio del fútbol en pleno Miami.;https://image.tmdb.org/t/p/original/WyIazPyjmcFMC42nWEpI0jr56x.jpg;Drama, Comedia;6.79;5;47
Balthazar;2018 - 2023;Enfrentando una serie de complejos casos de asesinato, la nueva comandante de policía Hélène Bach debe aprender a trabajar con el brillante pero exasperante Raphaël, que puede hacer que los muertos hablen como nadie más.;https://image.tmdb.org/t/p/original/og51R7e0iqF9h0Hqu7WoHJyRkTr.jpg;Crimen;7.708;5;38
Hermanos de sangre;2001 - 2001;"Miniserie de TV de 10 episodios que se basa en el bestseller de Stephen E. Ambrose ""Band Of Brothers"". Narra la historia de la Easy Company, un batallón americano del regimiento 506 de paracaidistas que luchó en Europa durante la II Guerra Mundial (1939-1945). Incluye entrevistas a los supervivientes, recuerdos de los periodistas y cartas de los soldados.";https://image.tmdb.org/t/p/original/kq9KiusAWPPITQrGovbgdhD9R1R.jpg;Drama, War & Politics;8.589;1;10
Bandidos;2024 - 2025;Una banda de astutos estafadores se aventura a encontrar un tesoro Maya nunca antes visto. ¿Su estrategia? Inexistente. ¿Su dinámica? Cuestionable. Por suerte, les sobra ingenio.;https://image.tmdb.org/t/p/original/2yXMGkZ8l8oXbmBp4YmDNYz7D5w.jpg;Action & Adventure;7.2;2;14
Banshee;2013 - 2016;Este western contemporáneo nos sumerge en la América profunda siguiendo la odisea de Lucas Hood, un ex convicto dispuesto a cualquier cosa para resolver los asuntos de su turbio pasado. La oscura vida de Lucas Hood se complica aún más cuando, tras salir de prisión, decide tomar la identidad del nuevo sheriff de Banshee, un pequeño pueblo situado en Pennsylvania que oculta más de lo que parece. Allí espera encontrarse con su antigua colega y amante Ana, al tiempo que huye de quienes lo persiguen desde hace años y lidia a su manera con las acciones del siniestro cacique del pueblo.;https://image.tmdb.org/t/p/original/5nXFiz8Rn8eezVjSTZBd7HmnF1G.jpg;Crimen, Drama;8.0;4;38
Bárbaros;2020 - 2022;Dividido entre el poderoso imperio que lo crió y su propio pueblo tribal, las lealtades conflictivas de un oficial romano conducen a un choque histórico épico.;https://image.tmdb.org/t/p/original/6ZViFKyiDIJ3gRlK27bQB4u2yYc.jpg;Action & Adventure, Drama;7.296;2;12
Barracuda Queens;2023 - 2025;Tras endeudarse hasta las cejas, un grupo de chicas que viven en un barrio acomodado de Estocolmo deciden robar en las casas de sus vecinos. Inspirada en hechos reales.;https://image.tmdb.org/t/p/original/gnlWpchunjLzgFXt2KVJZT4Jonf.jpg;Drama, Crimen;5.672;2;12
Barry;2018 - 2023;Un asesino a sueldo y aspirante a actor se muda del medio oeste a Los Ángeles y queda maravillado con las clases de teatro a las que acude durante una misión.;https://image.tmdb.org/t/p/original/j1XpwD11f0BAEI7pX6UdMhUVX2F.jpg;Comedia, Crimen, Drama;7.9;4;32
Battlestar Galactica;2004 - 2009;"Reinvención de la serie con el mismo nombre de 1978, creada por Glen A. Larson. La historia se sitúa en un sistema lejano del universo, donde la civilización humana vive en un grupo de planetas conocidos como las doce Colonias. En el pasado estuvieron en guerra contra los Cylon, una raza cibernética creada por ellos mismos. Inesperadamente ese viejo enemigo reaparece lanzando un ataque que devasta a casi toda la población humana de los planetas. Battlestar Galactica parece ser la única nave superviviente de la Flota Colonial. Así, bajo el liderazgo del comandante William ""Bill"" Adama y la nueva presidenta, Laura Roslin, la tripulación de Battlestar Galactica asume la tarea de guiar a lo que queda de la raza humana por el espacio, en busca de un refugio legendario, conocido como Tierra.";https://image.tmdb.org/t/p/original/vQuR5L1TcKPmfZu7NpiZAcGGcxJ.jpg;Sci-Fi & Fantasy, Action & Adventure, Drama;8.207;4;73
Batwoman;2019 - 2022;Kate Kane protege las calles de Gotham como Batwoman, una luchadora con una gran formación dedicada a acabar con el debilitado mundo criminal de la ciudad, pero… no la llames heroína. En una ciudad desesperada por encontrar su salvación Kate deberá enfrentarse a sus propios demonios antes de convertirse en la esperanza de Gotham.;https://image.tmdb.org/t/p/original/uMOZ7VZwGbHcoiMksZjvyO5AFRT.jpg;Sci-Fi & Fantasy, Action & Adventure;6.854;3;51
Bella y bestia;2012 - 2016;Narra la vida de Catherine Chandler, una detective de homicidios que cuando era niña sobrevivió a un asalto en el que murió su madre gracias a que alguien (o algo) le salvó la vida. Catherine piensa que ese 'algo' era humano y no es hasta años después, cuando conoce al doctor Vincent Keller, cuando descubre la verdad. El doctor, en realidad, se transforma en una bestia cuando se enfurece. Es entonces cuando Catherine comienza una relación complicada con Vincent que pone en peligro sus propias vidas.;https://image.tmdb.org/t/p/original/6rZ2I1xRemLORb65spepVmsvnf7.jpg;Drama, Sci-Fi & Fantasy;7.396;4;70
Beauty in Black;2024 - 2026;El destino de una stripper da un vuelco cuando se cruza con una rica familia disfuncional que maneja un emporio de cosmética y un retorcido negocio de tráfico de personas.;https://image.tmdb.org/t/p/original/i98Jl46WBpK7ymttNOakowtNuFF.jpg;Drama;7.76;2;32
Mi reno de peluche;2024 - 2024;Cuando un cómico en apuros tiene un gesto amable con una mujer vulnerable, desencadena una obsesión enfermiza que amenaza con destrozar la vida de ambos.;https://image.tmdb.org/t/p/original/sS0c2DnzoHucyzQIOQ6mLIxV84Y.jpg;Drama;7.582;1;7
Beckham;2023 - 2023;Esta docuserie con imágenes nunca antes vistas narra el meteórico ascenso de David Beckham: desde sus orígenes humildes hasta lo más alto del fútbol mundial.;https://image.tmdb.org/t/p/original/mEUKVATefTsRP1CMeKp9fVyivo9.jpg;Documental;8.03;1;4
Bronca;2023 - 2026;Un incidente de tráfico entre dos desconocidos (un contratista fracasado y una empresaria descontenta) desata un conflicto que saca a relucir su lado más oscuro.;https://image.tmdb.org/t/p/original/mymu4UmxV1ht8avuQYXjJpE1hL5.jpg;Comedia, Drama;7.753;2;18
Beforeigners (Los visitantes);2019 - 2022;Un nuevo fenómeno empieza a suceder en todo el mundo. Sobre el océano se divisan intensos flashes de luz y comienzan a aparecer personas de tres épocas concretas del pasado: la edad de piedra, la era vikinga y el final del siglo XIX. Nadie entiende cómo es posible.;https://image.tmdb.org/t/p/original/ztvrjBkECvYYJKTt3SF7JnqSxOd.jpg;Drama, Sci-Fi & Fantasy;7.5;2;12
