Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion;Duracion_min;URL_Externa
Uncharted [2022][1080p][2.28 Gb];Uncharted;TMDB;2022;Descubre la primera aventura de Nathan Drake, un joven, astuto y carismático cazatesoros, con su ingenioso compañero Victor “Sully” Sullivan. En una aventura de acción que se extiende por todo el mundo, ambos se embarcan en una peligrosa búsqueda de “el mayor tesoro nunca antes encontrado” al tiempo que rastrean las claves que les podrían conducir al hermano de Nathan, perdido hace ya mucho tiempo.;https://image.tmdb.org/t/p/original/8FiWi61YRbkN95xmH668iq5sCo1.jpg;Acción, Aventura, Misterio;6.888;115;https://www.themoviedb.org/movie/335787
Uncut Gems [2019][1080p][3.71 Gb];Diamantes en bruto;TMDB;2019;Howard Ratner es el propietario de una joyería ubicada en el barrio de los diamantes de la ciudad de Nueva York que vende en exclusiva a ricos y famosos. Un día se produce un importante robo que le obliga a tener que afrontar una deuda económica que no está preparado para pagar.;https://image.tmdb.org/t/p/original/1tOzBr9wvo37KgFiFYLc16AGvAX.jpg;Drama, Suspense, Crimen;7.164;136;https://www.themoviedb.org/movie/473033
Under Capricorn [1949][1080p][1.92 Gb];Atormentada;TMDB;1949;Australia, 1835. El primo del gobernador, Charles Adare, que acaba de llegar de Inglaterra, está invitado a cenar en casa de Sam Flusky, un antiguo presidiario que ha hecho fortuna y que está casado con una de una amiga de la infancia de Charles, lady Harrietta. Charles descubre que ella se ha convertido en una alcohólica y está aterrorizada por su ama de llaves Milly. Al tratar de curarla, se enamora de ella...;https://image.tmdb.org/t/p/original/5voIg7W2qW79iiEAaQJZS0raBmv.jpg;Drama, Historia;6.021;118;https://www.themoviedb.org/movie/4175
Under Paris [2024][1080p][3.47 Gb];En las profundidades del Sena;TMDB;2024;La científica Sophie se ve obligada a enfrentarse a su trágico pasado para salvar París de un baño de sangre cuando un tiburón gigante aparece en el Sena.;https://image.tmdb.org/t/p/original/9LjeEVkW6dZB11TbmjU3B88CE2w.jpg;Acción, Terror;5.91;104;https://www.themoviedb.org/movie/1001311
Under Suspicion [1991][1080p][1.19 Gb];El silencio de la sospecha;TMDB;1991;Tony Aaron es un policía que ha caído en desgracia y se ha visto obligado a convertirse en detective privado. Se encarga de casos de divorcios y otro tipo de tareas rutinarias. Pero un día asesinan a su mujer y él se convierte en uno de los principales sospechosos. Entonces, luchará para limpiar su nombre y el de otra joven también implicada en el crimen.;https://image.tmdb.org/t/p/original/zWj1jdrPEi5e5l3zxRTtcnNbh6k.jpg;Crimen, Suspense;5.914;100;https://www.themoviedb.org/movie/26850
Under the Silver Lake [2018][1080p][4.82 Gb];Lo que esconde Silver Lake;TMDB;2018;En su apartamento de urbanización prototipo de Los Angeles, Sam (Andrew Garﬁeld) anda por la vida muerto de aburrimiento. Ningún aliciente hasta ese día en que descubre a una nueva vecina sexy, deslumbrante, inquietante, misteriosa y, de repente, desaparecida. Y aún hay mayores rarezas esperando a Sam, porque por el barrio anda suelto un asesino de perros...;https://image.tmdb.org/t/p/original/x4pN1IVuK0o5Y0nkKWtJQhwJqo8.jpg;Crimen, Drama, Misterio;6.4;139;https://www.themoviedb.org/movie/396461
Under the Skin [2013][1080p][3.81 Gb];Under the Skin;TMDB;2014;Un alien asume la forma de una atractiva mujer y deambula por las calles de Escocia, llevando a hombres solitarios y confiados a su destino fatal en la adaptación surrealista de la novela homónima de Michel Faber.;https://image.tmdb.org/t/p/original/u1k9LrMLcot2XsTaGLPblZ8Dmss.jpg;Suspense, Ciencia ficción, Drama;6.142;108;https://www.themoviedb.org/movie/97370
Underworld [2003][1080p][3.39 Gb];Underworld;TMDB;2003;Durante siglos, dos razas han ido evolucionando en las profundidades de la Tierra: los aristocráticos y sofisticados vampiros y los brutales hombres-lobo (Lycans), cuya existencia siempre había formado parte del mundo de los mitos y las leyendas. Estas razas nocturnas son enemigas mortales y están condenadas a vivir en perpetua guerra hasta que sólo una de ellas sobreviva. En medio de este conflicto ancestral, una Guerrera Vampiro, Selene, descubre una conspiración de los Lycan para secuestrar a Michael, un joven médico. Después de seguirlo por toda la ciudad, Selene entabla una insólita relación con él, y cuando los Lycans se deciden a atacar, se interpone entre ellos y el médico. Mientras intenta salvar a Michael, descubre un plan de los Lycans para crear nuevas criaturas que combinen los poderes de ambas razas y carezcan de sus debilidades. Este proyecto, de hacerse realidad, favorecería a los Hombres-lobo.;https://image.tmdb.org/t/p/original/6mq3OSMsmcTtoRLXiYOp8VZGOdw.jpg;Fantasía, Acción, Suspense;6.852;121;https://www.themoviedb.org/movie/277
Underworld II - Evolution [2006][1080p][3.23 Gb];Underworld: Evolution;TMDB;2006;La lucha milenaria entre depredadores ha adoptado nuevas dimensiones de violencia. Ha nacido una nueva raza en nada comparable a ninguna otra conocida. Traicionada por los de su propio clan, la guerrera vampiro Selene (Kate Beckinsale), busca venganza. Para ello, decide descubrir la verdad sobre la identidad del primer Inmortal verdadero. No es Marcus, el rey de los vampiros como se creía, sino Alexander Corvinus, padre de Marcus y de su hermano gemelo William. Selene y el híbrido Michael (Scott Speedman), protagonistas de un amor prohibido, lucharán juntos contra el poderoso Marcus, quien está decidido a liberar a su hermano preso y usar la sed de sangre de éste para llegar a dominar el mundo.;https://image.tmdb.org/t/p/original/hlUw0mNkMa4jnwhJHiS1880iGZx.jpg;Fantasía, Acción, Suspense;6.602;106;https://www.themoviedb.org/movie/834
Underworld III - Rise of the Lycans [2009][1080p][4.24 Gb];Underworld: La rebelión de los licántropos;TMDB;2009;Una enemistad a muerte de siglos estalla entre dos tribus inmortales en Underworld: La rebelión de los Licántropos. La tercera película de la saga épica de Underworld retrocede en el tiempo y cuenta el origen del conflicto entre los aristocráticos vampiros, conocidos como los “Death Dealers”, y los salvajes licántropos, una línea de feroces hombres lobos. Tercera entrega de la popular saga Underworld, centrada en el conflicto existente entre los vampiros y los hombres lobo.;https://image.tmdb.org/t/p/original/1FvRpx4ijCHpTO2IT7AoCjT0aoB.jpg;Fantasía, Acción, Suspense;6.539;92;https://www.themoviedb.org/movie/12437
Underworld IV - Awakening [2012][1080p][1.68 Gb];Underworld: El despertar;TMDB;2012;Quince años han pasado desde que Selene y su amante Michael, híbrido entre humano y licántropo, derrotaran al Vampiro Mayor Marcus en Underworld Evolution. En esos años la humanidad ha descubierto la existencia tanto del clan de los vampiros como del de los licántropos y se ha lanzado a una lucha encarnizada para erradicar ambas especies. Selene, capturada durante el genocidio, se despierta después de más de una década y se da cuenta de que se encuentra cautiva en un laboratorio herméticamente cerrado en Antigen, una poderosa corporación biotecnológica que se dedica a desarrollar la vacuna en contra de los virus que han creado a vampiros y licántropos. Selene se siente destrozada cuando descubre que Michael está muerto, pero su dolor es eclipsado por el descubrimiento de que mientras se hallaba en estado de criogenización ha dado a luz a la hija de ambos, Eve.;https://image.tmdb.org/t/p/original/pkxle3iqeacvt3NC716YflfWxa2.jpg;Fantasía, Acción, Terror;6.332;88;https://www.themoviedb.org/movie/52520
Underworld V - Blood War [2016][1080p][3.22 Gb];Underworld: Guerras de sangre;TMDB;2016;En esta nueva historia, Selene tendrá que luchar tanto con el clan de los Lycans como contra los vampiros que la traicionaron. Con David y su padre Thomas como sus únicos aliados, deberá detener la eterna guerra entre lycans y vampiros, aunque esto signifique que tenga que hacer el último sacrifcio.;https://image.tmdb.org/t/p/original/18sAGzRcoWKJjaarTZM3GYJyzZp.jpg;Fantasía, Acción, Suspense, Ciencia ficción, Terror;5.917;91;https://www.themoviedb.org/movie/346672
Undisputed [2002][1080p][980 Mb];Invicto;TMDB;2002;Cuando el campeón de los pesos pesados George Iceman Chambers ingresa en prisión, el gánster residente organiza un combate de boxeo con el actual campeón de la cárcel.;https://image.tmdb.org/t/p/original/3NfN3EmF62Z5wCwYyNpMzrqp7Ox.jpg;Acción, Drama, Crimen;6.508;94;https://www.themoviedb.org/movie/15070
Undisputed II - Last Man Standing [2006][1080p][990 Mb];Invicto 2;TMDB;2006;Un boxeador ex campeón del mundo, pero venido a menos y lleno de deudas viaja a Rusia con su agente para ganarse unos pesos grabando comerciales de Vodka, pero una vez allá caerá en manos de la mafia, que desea meterlo preso y enfrentarlo al campeón reinante de un torneo para reclusos que mueve muchísimo dinero. Es así como “Ice man” deberá vérselas con todos los reclusos y el corrupto mundo que ahí se vive.;https://image.tmdb.org/t/p/original/dQYWGpcEZ6ZLVoW87tjr2FbgSx8.jpg;Acción, Crimen, Suspense, Drama;7.362;93;https://www.themoviedb.org/movie/15255
Undisputed III - Redemption [2010][1080p][970 Mb];Invicto 3: Redención;TMDB;2010;En esta película Scott Adkins vuelve a encarnar a Boyka (el malo de Undisputed 2), que busca la libertad. Cuando se le ofrece la oportunidad de participar en un campeonato clandestino entre los 8 mejores luchadores reclusos del mundo, ni lo dudará.;https://image.tmdb.org/t/p/original/76q9oFIGWDvG6y1LiqG7cM29z6k.jpg;Acción, Suspense, Crimen, Drama;7.56;96;https://www.themoviedb.org/movie/38234
Undisputed IV - Boyka [2016][1080p][935 Mb];Boyka: Invicto IV;TMDB;2016;Boyka es un luchador de boxeo que se encuentra en mitad de una importante liga. Durante la competición se produce una muerte lo que hace que empiece a replantearse verdaderamente lo que merece la pena este deporte. Cuando descubre que la mujer del fallecido se encuentra en serios problemas, decide luchar una serie de batallas para poder liberarla de la servidumbre.;https://image.tmdb.org/t/p/original/yegOHiGUyHiUXNSFlMfFTEZboj7.jpg;Acción, Drama, Suspense, Crimen;7.191;86;https://www.themoviedb.org/movie/348893
Unfaithful [2002][1080p][5.11 Gb];Infiel;TMDB;2002;El matrimonio de Edward (Richard Gere) y Connie Sumner (Diane Lane) parece ir bien: tienen dinero, posición, un niño y una bonita casa en un barrio residencial de las afueras de Nueva York. Pero un día, en Manhattan, Connie conoce a Paul (Olivier Martinez), un joven y atractivo coleccionista de libros de origen francés. Ambos comienzan una relación adúltera de insospechadas consecuencias.;https://image.tmdb.org/t/p/original/9UeN5JUCvJU3SuA4a9CrCVzgTr2.jpg;Suspense, Drama, Romance;6.7;125;https://www.themoviedb.org/movie/2251
Unforgettable [1996][1080p][2.21 Gb];Escondido en la memoria;TMDB;1996;Un médico forense es sospechoso de haber matado a su esposa. Con la ayuda de una neurobióloga que trabaja sobre la transferencia de la memoria consigue desenmascarar al asesino.;https://image.tmdb.org/t/p/original/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg;Suspense, Misterio, Ciencia ficción;5.6;117;https://www.themoviedb.org/movie/2045
Unforgiven [1992][1080p][4.3 Gb];Sin perdón;TMDB;1992;William Munny es un pistolero retirado, viudo y padre de familia, que tiene dificultades económicas para sacar adelante a su hijos. Su única salida es hacer un último trabajo. En compañía de un viejo colega y de un joven inexperto, Munny tendrá que matar a dos hombres que cortaron la cara a una prostituta.;https://image.tmdb.org/t/p/original/bhcVwMko4DbSELZapIQv4mmdPKY.jpg;Western;7.911;131;https://www.themoviedb.org/movie/33
Unfriended 2 - Dark Web [2018][1080p][3.4 Gb];Eliminado: Dark Web;TMDB;2018;Un veinteañero encuentra archivos escondidos en la memoria caché de su nuevo ordenador, lo que le lleva al fondo de la Dark Web. De los creadores de 'Unfriended', este thriller ocurre en tiempo real a través de la pantalla del ordenador. Un aviso para la era digital.;https://image.tmdb.org/t/p/original/dQM2LDOmolIGt7WzcHl6ZSUAdci.jpg;Terror;6.28;92;https://www.themoviedb.org/movie/505058
Unhinged [2020][1080p][3.5 Gb];Salvaje;TMDB;2020;Tom es un hombre cuya vida ha dejado de tener sentido. En pleno colapso mental se cruza en la carretera con Rachel, una joven que llega tarde a trabajar y que, nerviosa, recrimina a Tom con el claxon que no mueva su coche en un semáforo. A partir de entonces dará comienzo un peligroso juego del gato y el ratón en el que el torbellino de esta ira en la carretera traspasará cualquier límite que Rachel jamás haya imaginado.  Salvaje toma como testigo la adrenalina y el pánico de otras películas con psicópatas al volante como El diablo sobre ruedas, Nunca juegues con extraños o Death Proof.;https://image.tmdb.org/t/p/original/38XTUyRV6BMb1IOU34pwrBCwaXX.jpg;Acción, Suspense, Terror;6.431;91;https://www.themoviedb.org/movie/625568
Universal Soldier [1992][1080p][3.7 Gb];Soldado universal;TMDB;1992;Siguiendo un programa altamente secreto, el ejército está trabajando con cadáveres a los que transforma en soldados invencibles. Una pareja de reporteros se aproxima a la base en la que se realiza el experimento y toma fotografías del lugar.;https://image.tmdb.org/t/p/original/hgtBjyWAAnSHUVEniSY7DsfNKnl.jpg;Suspense, Acción, Ciencia ficción;6.342;103;https://www.themoviedb.org/movie/9349
Universal Soldier 2 - The Return [1999][1080p][2.96 Gb];Soldado Universal: El Retorno;TMDB;1999;Seth, un poderoso guerrero controlado por ordenador, se quiere vengar de sus creadores asesinándolos. El único que puede detenerle es Luc Deveraux, un heroico soldado.;https://image.tmdb.org/t/p/original/m9snWHsV6Sb6NZAUQJCOunxKGQX.jpg;Acción, Ciencia ficción;5.897;82;https://www.themoviedb.org/movie/10366
Universal Soldier 3 - Regeneration [2009][1080p][3.3 Gb];Soldado Universal: Regeneración;TMDB;2010;Un enloquecido nacionalista Checheno, Basayev, toma control de Chernobyl, lugar de la infame catástrofe nuclear, y amenaza con soltar una nube radiactiva a menos que sus demandas nacionalistas sean cumplidas. Luc Deveraux se une a un equipo estadounidense de UniSols revividos que permanecían guardados en secreto. Su misión: tomar Chernobyl y desactivar los explosivos que desatarían las nubes radiactivas. Luc se sorprende cuando se da cuenta de que uno de los UniSols es un clon de su antiguo Sargento, Andrew Scott. Pero el clonado Andrew no recuerda a Luc. Mientras que el equipo lucha furiosamente en su camino hacia la planta de Chernobyl, son sorprendidos con la guarda bajada. Usando un chip que puede controlar la mente, Basayev vuelve a Andrew contra sus camaradas. Ahora rodeado, herido y en desventaja, Luc debe luchar contra Andrew, y salvar el mundo.;https://image.tmdb.org/t/p/original/mS6nV0tWZTa8pqCfchomQw3ai42.jpg;Aventura, Acción, Ciencia ficción, Suspense;5.6;97;https://www.themoviedb.org/movie/28510
Universal Soldier 4 - Day of Reckoning [2012][1080p][3.9 Gb];Soldado Universal (El día del juicio final);TMDB;2012;"John (Scott Adkins) despierta después de un coma para descubrir que su esposa y su hija pequeña, han asesinadas en un brutal asesinato en su propia casa. Atormentado por las imágenes del asesinato, jura matar al responsable de dicha matanza, Luc Deveraux (Jean-Claude Van Damme). Mientras que John trata de reconstruir su propia realidad, las cosas empiezan a complicarse cuando empieza a ser perseguido por un UniSol de última generación llamado Magnus (Andrei Arlovski). Pero una vez se acerca a Deveraux y al ejército de soldados digidos por el ""resucitado"" Andrew Scott (Dolph Lundgren) descubrirá que hay cosas que jamás habría imaginado sobre sí mismo y pondrá en duda su propia verdad.";https://image.tmdb.org/t/p/original/qhK63SEjB9YVCKh42vJj2ANwXUt.jpg;Acción, Ciencia ficción, Suspense;5.6;114;https://www.themoviedb.org/movie/122857
Unstoppable [2024][1080p][3.2 Gb];Imparable: La historia de Anthony Robles;TMDB;2024;Anthony Robles, a pesar de haber nacido sin la pierna derecha y haberse criado en un hogar violento, logra convertirse en un campeón de lucha libre de primera división de la NCAA, ganando un campeonato nacional contra la universidad que lo rechazó, la poderosa Iowa..;https://image.tmdb.org/t/p/original/w3swjJTjwE5NvaS9JebxA4lSUi7.jpg;Drama, Historia;5.256;123;https://www.themoviedb.org/movie/1101448
Until Dawn [2025][1080p][3.6 Gb];Until Dawn;TMDB;2025;Un año después de la misteriosa desaparición de su hermana Melanie, Clover y sus amigas se dirigen al remoto valle donde desapareció en busca de respuestas. Mientras exploran un centro de visitantes abandonado, son acechadas por un asesino enmascarado que las mata una a una de forma horrible… para después despertar y encontrarse de nuevo al principio de la misma noche.;https://image.tmdb.org/t/p/original/exgfubqSbF4veI4uXFOdbV66gEf.jpg;Terror, Misterio;6.278;103;https://www.themoviedb.org/movie/1232546
Until Death [2007][1080p][4.05 Gb];Desafío a la muerte;TMDB;2007;Anthony (Van Damme) es un sucio y corrupto policía enganchado a la heroína, a quien todo el mundo odia y desprecia. Después de estar a punto de morir en un tiroteo, entra en estado de coma. Meses después se recupera y consigue una segunda oportunidad para corregir sus errores del pasado.;https://image.tmdb.org/t/p/original/tF0LFedLsJZ0v7dApIgCw9kjAA8.jpg;Acción, Suspense, Crimen;5.9;101;https://www.themoviedb.org/movie/20411
Untraceable [2008][1080p][2.18 Gb];Rastro oculto;TMDB;2008;El FBI cuenta con un departamento encargado de delitos cibernéticos que se dedica únicamente a investigar y perseguir a los delincuentes que actúan en Internet. En Portland, la agente especial Jennifer Marsh (Diane Lane) tiene que resolver un caso sin precedentes: un depredador cibernético cuelga torturas y asesinatos en una sofisticada página web que, al no dejar rastro, no puede ser desconectada. El destino de sus víctimas depende del público: cuantas más visitas registre la página web, más deprisa morirán. Cuando el juego del gato y el ratón se convierte en algo personal, Jennifer y su equipo deberán lanzarse a una carrera contrarreloj para encontrar al asesino.;https://image.tmdb.org/t/p/original/4JVMbjR3d4akI5aqVBX91icfVwR.jpg;Suspense, Crimen, Misterio, Drama, Terror;6.241;101;https://www.themoviedb.org/movie/8090
Upside-Down Magic [2020][1080p][4 Gb];Magia del revés;TMDB;2020;La película se centra en Nory Boxwood Horace (Rose), de 13 años, quien descubre que puede convertirse en animales, y su mejor amiga Reina Carvajal (Agudong), quien puede manipular las llamas, cuando ingresan a la Academia Sage para Estudios Mágicos.;https://image.tmdb.org/t/p/original/67gqxEI23qrXgQTeuXIMBpPcYyv.jpg;Fantasía, Familia, Película de TV;7.134;96;https://www.themoviedb.org/movie/671583
Uptown Girls [2003][1080p][1.77 Gb];Niñera a la fuerza;TMDB;2003;Molly Gunn -Brittany Murphy- es la despreocupada hija de una vieja leyenda del rock, y una chica siempre presente en la escena social de Manhattan. Pero cuando su abogado huye robándole toda la herencia y dejándola sin dinero, Molly tiene que dedicarse a algo que nunca pensó que tendría que hacer: conseguir un trabajo. Así, Molly se convierte en la niñera de Ray -Dakota Fanning-, una precoz y madura niña de 8 años emocionalmente distanciada de su madre Roma -Heather Locklear-, una ejecutiva muy ocupada. Molly y Ray no tendrán unos inicios muy cordiales, pero juntas aprenderán mucho la una de la otra y descubrirán la amistad que sólo surge entre almas solitarias.;https://image.tmdb.org/t/p/original/nTsy9QHBUZmbSc82nLPMtD8G3I4.jpg;Comedia, Drama;6.966;92;https://www.themoviedb.org/movie/14926
Us [2019][1080p][4.46 Gb];Nosotros;TMDB;2019;"Adelaide Wilson es una mujer que vuelve al hogar de su infancia en la costa junto a su marido, Gabe, y sus dos hijos, para una idílica escapada veraniega. Después de un tenso día en la playa con sus amigos, Adelaide y su familia vuelven a la casa donde están pasando las vacaciones. Cuando cae la noche, los Wilson descubren la silueta de cuatro figuras cogidas de la mano y en pie delante de la vivienda. ""Nosotros"" enfrenta a una entrañable familia estadounidense a un enemigo tan insólito como aterrador.";https://image.tmdb.org/t/p/original/kUEbVMrs80nWXtTA8tKd8jRwnIn.jpg;Terror, Misterio;6.947;116;https://www.themoviedb.org/movie/458723
Uzumaki [2000][720p][1.55 Gb];Uzumaki;TMDB;2000;En Kurozu-Chou, un pequeño pueblo de Japón, Kirie se encuentra con el padre de su novio que graba en silencio un caracol. La obsesión del hombre con las espirales se vuelve cada vez más extraña, terminando en su suicidio en una lavadora que convierte su cuerpo en una espiral. Pronto otros habitantes se vuelven poseídos con diferentes formas de espirales.;https://image.tmdb.org/t/p/original/kmUAEZ6y3RsRn3Keofwl12VsJp6.jpg;Misterio, Fantasía, Terror;5.889;90;https://www.themoviedb.org/movie/11366
V For Vendetta [2006][1080p][3.5 Gb];V de Vendetta;TMDB;2006;En un futuro no muy lejano, Gran Bretaña es un país totalitario dirigido con mano de hierro por un tirano (John Hurt). Una tarde, tras el toque de queda nocturno, la joven Evey (Natalie Portman) es rescatada en plena calle por un misterioso enmascarado cuyo nombre es V (Hugo Weaving). El extraño personaje le explica cuáles son sus planes para combatir la falta de libertad. A partir de ese momento, las acciones de V tendrán como objetivo hacer estallar en todo el país una revolución contra el gobierno fascista.;https://image.tmdb.org/t/p/original/RGtqJD856BJ7kZ88v7ZPz84tU6.jpg;Acción, Suspense, Ciencia ficción;7.901;132;https://www.themoviedb.org/movie/752
V for Vengeance [2022][1080p][2.5 Gb];V de venganza;TMDB;2022;Después de enterarse de que su hermano menor escapó de un intento de secuestro anterior que también mató a sus padres, dos hermanas separadas deben unir fuerzas para rescatarla de un grupo de vampiros sedientos de sangre. En busca de venganza y el control de una vacuna contra el vampirismo, Thorn y su banda de muertos vivientes pronto descubren que se metieron con la familia equivocada.;https://image.tmdb.org/t/p/original/jcKlFOWTmnxCna3yJKQ0gngCc3O.jpg;Terror, Acción;5.481;85;https://www.themoviedb.org/movie/982543
V⁄H⁄S - Viral [2014][1080p][2.4 Gb];V/H/S: Viral;TMDB;2014;Un camión está causando el caos en la calle, atropellando a todo aquel que se cruza en su camino. Mientras tanto, unos adolescentes se ven envueltos en un fenómeno viral de lo más peligroso. Esta es la historia que envuelve los distintos segmentos de la tercera entrega de V/H/S, en los que se dan cita patinadores, brujos y mad doctors.;https://image.tmdb.org/t/p/original/q6NrO3iTSdhR04AOzldUDxDiuS6.jpg;Terror, Suspense;4.821;97;https://www.themoviedb.org/movie/267806
V⁄H⁄S [2012][1080p][2.4 Gb];V/H/S;TMDB;2012;Un grupo de matones son contratados por un misterioso sujeto para que vayan a una casa abandonada y encuentren allí un VHS con imágenes horribles. Las instrucciones decían que el video sería de fácil reconocimiento, pero cuando llegan a la casa encuentran una enorme biblioteca llena de VHS. Su tarea será entonces descubrir cuál es la cinta maldita.;https://image.tmdb.org/t/p/original/4pfIa7DnOJxteBsrkePMY1TSlGL.jpg;Suspense, Terror;6.098;116;https://www.themoviedb.org/movie/84348
V⁄H⁄S⁄2 [2013][1080p][1.94 Gb];V/H/S/2;TMDB;2013;Secuela de V/H/S (2012). Buscando a un estudiante desaparecido, dos investigadores privados irrumpen en su casa y encuentran una colección de cintas VHS. Cuando ven los horribles contenidos cada casete, se dan cuenta que puede haber motivos oscuros detrás de la desaparición del estudiante.;https://image.tmdb.org/t/p/original/o4hcWsHaHaNQ9BBReOxLvYJNRhA.jpg;Terror, Suspense;6.2;96;https://www.themoviedb.org/movie/159117
V⁄H⁄S⁄94 ´2021[2021][1080p][2.8 Gb];V/H/S/94;TMDB;2021;Una misteriosa cinta de VHS lleva a un policía S.W.A.T. equipo al descubrimiento de un culto siniestro cuya colección de material pregrabado revela una conspiración de pesadilla.;https://image.tmdb.org/t/p/original/9fSogEkqDfJQTuGHsTFloQz3Tw8.jpg;Terror, Suspense;6.126;104;https://www.themoviedb.org/movie/753453
V⁄H⁄S⁄Beyond [2024][1080p][4.5 Gb];V/H/S/Beyond;TMDB;2024;El infinito patio de juegos de mundos prohibidos y formas de vida peligrosas que ofrece el género de terror de ciencia ficción conducirá al V/H/S más grande, más loco y sangriento de todos los tiempos.;https://image.tmdb.org/t/p/original/wXaf6VGNHIGU7qivapGOF7o4o4N.jpg;Terror, Ciencia ficción, Suspense;6.567;114;https://www.themoviedb.org/movie/1190868
Vacaciones de Verano [2023][1080p][2.04 Gb];Vacaciones de verano;TMDB;2023;Dos amigos, Oscar y Félix, pierden su trabajo y se ven obligados a aceptar un trabajo temporal como animadores infantiles en un hotel de lujo. Al ser ambos divorciados, les tocan sus hijos un mes de verano y les es imposible compaginarlo con el trabajo, con lo cual deciden llevarse a los niños y ocultarlos en el hotel, escondidos en la zona de empleados... pero el plan resulta ser un desastre.;https://image.tmdb.org/t/p/original/14SsotUuzTYKmPRxvIoFgHzwegf.jpg;Comedia, Familia;5.639;100;https://www.themoviedb.org/movie/1061634
Vacaciones Intercambiadas [2024][1080p][2 154 Gb];Férias Trocadas;TMDB;2024;José Eduardo, conocido como Zé, es dueño de una pequeña escuela de fútbol y gana un viaje con su esposa y su hija bloguera a Cartagena en un sorteo. José Eduardo, conocido como Edu, es un empresario exitoso que se va de vacaciones con su esposa y su hijo. La confusión comienza cuando, por error, Zé se aloja en el lujoso hotel de Edu, que, a su vez, termina en la sencilla posada de Zé. Este intercambio proporciona experiencias a las que las dos familias no estaban acostumbradas, pero que termina uniéndolos aún más.;https://image.tmdb.org/t/p/original/7PDSHQvOXmbrCr4yjaIR6tnzW02.jpg;Comedia;6.7;87;https://www.themoviedb.org/movie/952022
Vacation [2015][1080p][3.7 Gb];Vacaciones;TMDB;2015;"La siguiente generación de Griswolds se embarca en otra aventura malograda. Siguiendo los pasos de su padre y en espera de poder fortalecer la necesitada unión familiar, el ya adulto Rusty Griswold sorprende a su esposa Debbie y a sus dos hijos con un viaje a través del país de regreso a Walley World, el ""parque de diversiones favorito de los Estados Unidos"".";https://image.tmdb.org/t/p/original/IgyiSl7RGALVxB64E3kKL5qbn3.jpg;Comedia, Aventura;6.308;99;https://www.themoviedb.org/movie/296099
Vacation Friends [2021][1080p][4.1 Gb];Amigos pasajeros;TMDB;2021;"Marcus y Emily hacen amistad en un resort de México con Ron y Kyla, una pareja de locos fiesteros. Allí deciden disfrutar del momento dejándose llevar durante una semana llena de desinhibición y desenfreno con sus nuevos ""amigos pasajeros"". Meses después de la aventura, Marcus y Emily se horrorizan al ver que Ron y Kyla aparecen sin que los inviten en su boda.";https://image.tmdb.org/t/p/original/5gQmECcdlJeYlBHTh0TIz3DE75Y.jpg;Comedia;7.028;103;https://www.themoviedb.org/movie/653349
Vacation Friends 2 [2023][1080p][2.15 Gb];Amigos pasajeros 2;TMDB;2023;Los recién casados Marcus y Emily invitan a los padres primerizos Ron y Kyla a sus vacaciones en un resort donde Marcus tiene una reunión empresarial con un posible cliente. Pero cuando el padre exconvicto de Kyla aparece por sorpresa, la cosa se pone salvaje.;https://image.tmdb.org/t/p/original/wrOEbAH23kwkXb2ICOg7cl7lSt1.jpg;Comedia;6.297;106;https://www.themoviedb.org/movie/869641
Vagina Dentata [2007][1080p][3.31 Gb];Vagina dentada;TMDB;2008;"Una joven adolescente con dificultades para aceptar el sexo, dada su educación, pero cada día reciba más y más provocación de aquellos hombres que la rodean, incluyendo a su medio-hermano, pero ella quiere llegar virgen al matrimonio. Hasta que llega un día en el que es asaltada sexualmente y descubre que su cuerpo tiene ""algo"" extraño.";https://image.tmdb.org/t/p/original/pRRqAqy1SGBOzjNnuSJ00KtZilo.jpg;Comedia, Terror;5.396;94;https://www.themoviedb.org/movie/13121
Valerian and the City of a Thousand Planets [2017][1080p][5.32 Gb];Valerian y la ciudad de los mil planetas;TMDB;2017;Una fuerza oscura amenaza a Alpha, una vasta metrópolis y hogar de especies de mil planetas. Los agentes especiales Valerian y Laureline deben correr para identificar la amenaza y salvaguardar no solo a Alpha, sino al futuro del universo.;https://image.tmdb.org/t/p/original/2LCXydoQK4dRE0jT2RHTQfWVBcx.jpg;Aventura, Ciencia ficción, Acción;6.638;137;https://www.themoviedb.org/movie/339964
Valhalla Rising [2009][1080p][1.35 Gb];Valhalla Rising;TMDB;2009;En el siglo X, One-Eye, un enigmático y silencioso guerrero con una fuerza sobrehumana que ha permanecido esclavizado durante años, logra acabar con la vida de su captor, y huir junto a Are, el niño que le ha prestado su ayuda para escapar. En su huida ambos acabarán por enrolarse en un barco tripulado por vikingos, iniciando así un viaje que les transportará a una tierra desconocida, una tierra de autodescubrimiento, pero también de sangre, y dolor.;https://image.tmdb.org/t/p/original/mVfFHXRlQjUZFhcbRUV8xldWD39.jpg;Aventura, Drama, Acción, Fantasía;6.114;93;https://www.themoviedb.org/movie/37861
